"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"04.07.2018","1.570,90","1.561,27","1.570,90","1.561,09","-","0,62%"
"03.07.2018","1.561,27","1.577,01","1.581,73","1.559,86","-","-1,00%"
"29.06.2018","1.577,01","1.555,61","1.577,01","1.555,59","-","1,38%"
"28.06.2018","1.555,61","1.550,35","1.564,30","1.548,74","-","0,34%"
"27.06.2018","1.550,35","1.543,80","1.557,46","1.542,17","-","0,42%"
"26.06.2018","1.543,80","1.522,66","1.543,80","1.512,42","-","1,39%"
"25.06.2018","1.522,66","1.522,79","1.529,42","1.518,59","-","-0,01%"
"22.06.2018","1.522,79","1.534,39","1.538,55","1.522,79","-","-0,76%"
"21.06.2018","1.534,39","1.532,26","1.539,62","1.528,54","-","0,14%"
"20.06.2018","1.532,26","1.537,50","1.544,84","1.532,26","-","-0,34%"
"19.06.2018","1.537,50","1.555,54","1.555,54","1.535,70","-","-1,16%"
"18.06.2018","1.555,54","1.541,23","1.559,14","1.538,46","-","0,93%"
"15.06.2018","1.541,23","1.550,94","1.551,11","1.538,76","-","-0,63%"
"14.06.2018","1.550,94","1.553,18","1.556,22","1.546,65","-","-0,14%"
"13.06.2018","1.553,18","1.550,56","1.557,10","1.546,75","-","0,17%"
"12.06.2018","1.550,56","1.547,96","1.556,04","1.544,06","-","0,17%"
"08.06.2018","1.547,96","1.549,53","1.549,91","1.543,65","-","-0,10%"
"07.06.2018","1.549,53","1.554,59","1.555,64","1.549,15","-","-0,33%"
"06.06.2018","1.554,59","1.559,67","1.565,72","1.551,75","-","-0,33%"
"05.06.2018","1.559,67","1.564,47","1.567,34","1.559,40","-","-0,31%"
"01.06.2018","1.564,47","1.546,71","1.564,50","1.543,76","-","1,15%"
"31.05.2018","1.546,71","1.546,03","1.551,87","1.542,77","-","0,04%"
"30.05.2018","1.546,03","1.539,19","1.549,89","1.535,87","-","0,44%"
"29.05.2018","1.539,19","1.524,44","1.541,74","1.523,65","-","0,97%"
"28.05.2018","1.524,44","1.526,36","1.526,36","1.519,12","-","-0,13%"
"25.05.2018","1.526,36","1.528,32","1.530,34","1.516,43","-","-0,13%"
"24.05.2018","1.528,32","1.523,17","1.528,32","1.516,34","-","0,34%"
"23.05.2018","1.523,17","1.524,84","1.527,36","1.517,85","-","-0,11%"
"22.05.2018","1.524,84","1.516,71","1.529,48","1.515,71","-","0,54%"
"21.05.2018","1.516,71","1.520,52","1.526,13","1.516,47","-","-0,25%"
"18.05.2018","1.520,52","1.525,54","1.531,64","1.519,70","-","-0,33%"
"17.05.2018","1.525,54","1.547,37","1.551,08","1.525,54","-","-1,41%"
"16.05.2018","1.547,37","1.571,47","1.571,47","1.545,30","-","-1,53%"
"15.05.2018","1.571,47","1.550,08","1.572,51","1.550,08","-","1,38%"
"11.05.2018","1.550,08","1.552,64","1.557,53","1.549,30","-","-0,16%"
"10.05.2018","1.552,64","1.558,46","1.560,80","1.547,39","-","-0,37%"
"09.05.2018","1.558,46","1.546,45","1.562,23","1.546,45","-","0,78%"
"08.05.2018","1.546,45","1.544,26","1.550,84","1.536,57","-","0,14%"
"07.05.2018","1.544,26","1.547,04","1.552,52","1.540,68","-","-0,18%"
"04.05.2018","1.547,04","1.553,03","1.565,87","1.546,39","-","-0,39%"
"03.05.2018","1.553,03","1.565,67","1.569,00","1.552,21","-","-0,81%"
"02.05.2018","1.565,67","1.565,56","1.570,04","1.561,65","-","0,01%"
"30.04.2018","1.565,56","1.566,45","1.571,44","1.563,73","-","-0,06%"
"27.04.2018","1.566,45","1.553,34","1.567,59","1.548,46","-","0,84%"
